Customer ID,Age,Monthly Purchase Amount 1,Monthly Purchase Amount 2,Monthly Purchase Amount 3,Monthly Purchase Amount 4,Monthly Purchase Amount 5,Monthly Purchase Amount 6,Monthly Purchase Frequency 1,Monthly Purchase Frequency 2,Monthly Purchase Frequency 3,Monthly Purchase Frequency 4,Monthly Purchase Frequency 5,Monthly Purchase Frequency 6,Credit Score,Credit Limit,Payment Status,Rating,Repeat Usage
10236,18,63344881,21826792,55023038,4311056,4878021,60346125,23,28,18,9,6,26,777,10000000,Yes,4,Yes
10237,20,60947764,46334687,31827778,11453806,50734856,13232686,12,6,1,23,1,4,846,10000000,No,5,Yes
10238,61,6791394,30121925,23286744,20458619,54321270,13126224,30,13,18,22,13,17,520,10000000,Yes,4,Yes
10239,34,36433891,7464398,20363109,8359460,64692680,39758614,16,10,22,10,13,8,550,10000000,No,4,Yes
10240,61,48989856,8396850,41076346,6939753,14593308,48541513,30,9,3,22,19,2,696,10000000,Yes,5,Yes
10241,29,8087558,52726072,4841886,8225820,30560631,36678190,20,27,30,27,14,27,521,10000000,Yes,5,Yes
10242,19,51092170,22309791,53074699,6162326,12095135,44444982,25,21,1,23,14,25,788,10000000,Yes,5,Yes
10243,25,21189853,52851323,44796275,42077796,30787463,40666881,23,23,22,11,10,5,614,10000000,Yes,5,Yes
10244,29,43254314,27358081,43678872,53410031,16327851,36176497,7,17,4,14,15,6,649,10000000,No,5,Yes
10245,32,69404164,51663854,28605379,27998696,46800845,29001856,17,8,25,10,13,12,528,10000000,Yes,4,Yes
10246,46,53661897,31931557,55933043,48686672,22693212,42500204,30,28,20,17,14,24,621,10000000,Yes,4,Yes
10247,34,46365725,64763615,31554765,55138134,54014975,42428080,4,18,23,17,23,15,841,10000000,Yes,3,No
10248,47,29896606,33872113,17514721,19754190,17221412,48349418,28,26,18,20,23,25,551,10000000,Yes,4,Yes
10249,35,60472348,49034724,48731438,29228749,65129251,50748193,3,19,26,15,1,28,671,10000000,Yes,5,Yes
10250,63,7144117,30860450,6365207,41041556,31533834,23607165,21,1,16,28,23,20,813,10000000,Yes,4,Yes
10251,43,17027922,35035396,12278470,47572623,28103046,15982455,15,30,6,1,15,26,578,10000000,No,3,Yes
10252,35,39130045,19429918,4723505,63783410,56207286,31981115,3,25,26,9,23,3,575,10000000,No,5,Yes
10253,54,29136925,62137158,10708085,22743085,45375110,4680219,22,30,25,30,20,13,571,10000000,Yes,3,Yes
10254,33,17201086,28069513,60149252,11047629,34361193,31625706,6,27,24,1,26,0,598,10000000,Yes,5,Yes
10255,47,1510262,23351589,36912078,51940152,7998921,3635906,4,1,1,19,18,13,605,10000000,Yes,3,Yes
10256,19,13470883,43032395,25478966,30363626,38644327,67813922,12,8,16,22,24,0,596,10000000,Yes,5,Yes
10257,55,17387446,56041492,4493056,5267978,27184473,26733974,16,0,9,18,29,22,840,10000000,Yes,5,Yes
10258,64,37328126,58219659,13213458,36015425,19438791,13282976,24,11,26,30,26,12,676,10000000,Yes,3,No
10259,61,68107459,24215673,18159621,56619530,42500314,48209944,4,10,19,19,5,16,804,10000000,No,5,Yes
10260,35,34730749,45172828,20939436,58904213,61210293,38254776,19,14,4,24,12,19,639,10000000,Yes,5,Yes
10261,50,61429098,18012980,11975455,38420964,44138198,49007441,18,5,23,6,15,11,717,10000000,Yes,4,Yes
10262,28,32261184,25695652,53302647,64784504,67706593,65364782,7,1,6,21,10,15,525,10000000,Yes,5,Yes
10263,60,29813363,12685479,3817197,43173550,3161352,61695425,16,26,21,30,20,8,839,10000000,No,3,No
10264,61,34374516,25933343,25316052,64654269,60213015,6311562,26,15,7,14,23,24,821,10000000,No,4,Yes
10265,23,30707061,33741910,11073486,40409269,17128484,57579653,11,18,1,28,0,29,528,10000000,Yes,4,Yes
10266,33,46508604,67065045,11242993,68161182,56982286,32971534,18,2,3,15,18,13,840,10000000,No,4,Yes
10267,31,47021862,13603298,66107624,23516221,42156052,18225865,6,29,15,17,7,7,819,10000000,Yes,5,Yes
10268,33,55106842,20778353,43018431,39008161,5877887,62655394,29,3,11,4,30,26,642,10000000,Yes,5,Yes
10269,18,69288000,15445214,58931034,26000148,63621953,10301592,17,27,14,11,24,27,833,10000000,Yes,3,No
10270,25,42734620,28725378,44400104,34598788,57513563,14650209,5,27,20,21,23,17,525,10000000,Yes,5,Yes
10271,56,9308109,40790370,15332461,9404098,6826017,16246033,17,29,22,12,23,11,676,10000000,No,5,Yes
10272,47,62850158,16655056,20812996,12064153,68192310,44949294,26,30,13,0,11,12,785,10000000,Yes,4,Yes
10273,39,39638085,5605247,66791818,24055553,29293375,65547119,29,14,20,16,10,10,822,10000000,Yes,4,Yes
10274,31,58626667,59108479,32737550,38914019,23745992,65105560,1,18,20,28,5,21,758,10000000,Yes,4,Yes
10275,37,28891614,27479664,61690707,34878527,55674639,56180044,17,22,15,11,4,21,806,10000000,No,5,Yes
10276,63,62815119,55398906,68893893,34149767,64080906,67990606,11,0,4,30,20,12,568,10000000,Yes,4,Yes
10277,31,18225138,2839699,60868211,33764364,18652870,52077792,16,27,6,10,10,21,768,10000000,No,5,Yes
10278,33,5238594,34201711,34622313,64532300,35181168,34241157,5,13,26,24,22,14,629,10000000,Yes,5,Yes
10279,49,63439499,5085776,6878370,16870814,66417076,44004788,23,21,1,16,2,29,657,10000000,No,5,Yes
10280,33,69030700,46461686,40433435,23484442,24207670,28424719,28,27,4,15,10,8,801,10000000,No,3,Yes
10281,32,19294997,44580797,45211920,25948030,29280081,4565547,21,25,22,17,23,14,799,10000000,No,5,Yes
10282,44,14440779,20774551,34680770,11913245,25694704,59157619,0,20,14,25,3,21,627,10000000,No,4,Yes
10283,40,31270293,59323153,11072816,7463505,37639142,6711807,15,24,20,3,6,5,710,10000000,No,5,Yes
10284,58,63331433,28698579,5164338,24423430,66778546,5307779,30,12,26,10,29,10,822,10000000,Yes,5,Yes
10285,63,51147752,62102655,20373153,17345312,60970667,1572686,29,9,5,11,8,26,646,10000000,Yes,5,Yes
10286,33,59000486,61655617,42378497,15317265,46430027,31333912,18,26,26,7,14,5,609,10000000,No,5,Yes
10287,26,21598001,16960102,30842820,67895482,49134699,61396126,7,14,18,27,27,18,686,10000000,Yes,5,Yes
10288,31,17253489,58252377,48266676,33473866,15205677,6749909,8,8,30,20,24,19,835,10000000,Yes,4,Yes
10289,63,24682420,26655199,56536611,10358901,56561814,5571665,21,21,10,12,14,22,810,10000000,No,3,No
10290,37,67893107,43386879,4868366,7162488,62782129,729974,27,18,5,5,3,24,795,10000000,Yes,5,Yes
10291,21,48410372,60922163,34002128,23201656,40325749,16327899,28,3,30,14,14,21,562,10000000,Yes,5,Yes
10292,27,33430579,7970194,15700918,43710825,39669913,28655217,19,19,22,15,1,13,605,10000000,Yes,4,Yes
10293,37,33588522,57352646,65069883,40966594,37780515,30101294,5,11,9,24,22,28,777,10000000,Yes,3,Yes
10294,63,50668321,3734597,69080824,52979123,54453177,68011307,7,21,17,10,28,3,722,10000000,Yes,4,Yes
10295,51,39475888,8097972,46721374,55697763,61092782,41882916,29,30,15,11,12,24,580,10000000,Yes,5,Yes
10296,48,38601612,2308793,623832,58006230,21520193,38686735,26,29,11,6,3,21,807,10000000,Yes,4,Yes
10297,63,36989897,59162358,30411544,69466604,26948662,62060684,30,11,18,21,16,29,840,10000000,Yes,4,Yes
10298,30,32999318,47537512,55725071,64832098,13871900,48255369,5,11,13,30,10,29,635,10000000,Yes,5,Yes
10299,34,64730945,36934699,39680714,40793726,7956209,58361218,18,2,19,29,12,25,637,10000000,Yes,5,Yes
10300,25,63475150,1419279,38632069,61961515,46348427,8490891,15,16,12,4,7,26,769,10000000,No,5,Yes
10301,63,12883059,55319773,7211105,28059024,38074068,20980997,19,2,8,23,11,11,605,10000000,No,5,Yes
10302,41,4344223,46252011,34214605,28693692,46907660,21581842,28,22,13,1,27,17,639,10000000,No,3,Yes
10303,35,10229355,51887766,2998848,67238693,63587601,21513805,11,11,11,10,14,19,849,10000000,Yes,5,Yes
10304,23,64020163,57681062,65941848,9937041,40237778,37887779,1,16,21,21,4,26,697,10000000,Yes,5,Yes
10305,25,29429082,8296730,63667399,55539507,35634910,40766682,20,15,27,14,15,19,527,10000000,Yes,2,No
10306,55,56372345,28628965,12634310,27552589,36508967,30749052,9,30,22,17,6,26,776,10000000,Yes,3,Yes
10307,34,21897913,28467106,19471786,63857837,19254835,37842612,10,7,22,25,21,12,524,10000000,Yes,4,Yes
10308,38,7571101,65104143,26391934,625416,58912370,61595141,10,9,19,17,7,28,741,10000000,No,5,Yes
10309,35,55398368,22566045,21971951,45917473,27342234,34299653,28,2,29,11,15,23,683,10000000,No,5,Yes
10310,51,3283276,27373738,21010264,2147082,43674627,24657618,26,23,1,28,9,17,643,10000000,No,5,Yes
10311,47,20412537,45795485,31121960,12172695,9174332,69434626,8,13,3,25,9,12,694,10000000,No,3,Yes
10312,50,42708918,1339555,37923983,51089909,45206610,6367100,14,29,7,25,3,30,780,10000000,No,5,Yes
10313,25,26200285,22101699,1032396,5381800,43955190,55969104,2,13,4,14,19,14,579,10000000,Yes,5,Yes
10314,39,52455948,65723856,28416248,39695058,4195947,63283422,16,0,0,17,11,15,766,10000000,No,3,Yes
10315,22,21102023,13075965,50115462,53934892,34750722,16623658,27,13,15,24,12,1,837,10000000,No,5,Yes
10316,56,47127688,21647431,16226907,9953093,27970033,27991036,22,13,23,10,12,16,538,10000000,No,4,Yes
10317,36,21132981,57137989,49957820,28935304,37450513,29940171,5,11,9,16,12,21,671,10000000,Yes,3,Yes
10318,20,19417299,49499364,61696788,22590412,15486439,66699400,12,0,30,11,17,12,551,10000000,Yes,4,Yes
10319,40,14794228,48279748,11386565,29561273,66017131,28412210,27,27,9,12,11,2,569,10000000,No,5,Yes
10320,63,41194473,45580352,32321619,17319746,51663311,18997144,7,27,3,10,25,17,818,10000000,Yes,4,Yes
10321,50,66509828,58618651,10591295,34407836,43366263,48876697,14,4,22,18,7,6,582,10000000,Yes,3,Yes
10322,35,37248963,46393467,28145525,46449911,41605897,22943934,9,27,22,29,25,13,670,10000000,No,5,Yes
10323,50,13736899,10112807,38877482,26956484,50102903,40880145,30,30,15,9,18,1,850,10000000,No,3,No
10324,34,5780596,9724382,29165237,44032904,6002513,14610507,22,2,14,12,17,8,647,10000000,Yes,5,Yes
10325,20,6321791,18152679,11315346,32211440,28956947,16656298,11,14,8,21,12,11,582,10000000,Yes,2,No
10326,42,24068983,60400688,28576611,60417783,1238056,8619525,3,9,11,13,14,1,674,10000000,No,4,Yes
10327,62,45774630,27105759,12772668,66091728,50804948,41742139,1,23,28,23,14,0,843,10000000,Yes,3,Yes
10328,26,31398923,41417242,31456311,23322393,30439342,7709234,16,23,15,15,30,19,584,10000000,No,2,No
10329,36,37517676,15672459,25548374,52468522,35579137,2176746,1,15,28,29,15,18,704,10000000,Yes,3,Yes
10330,59,54489660,30352996,17241963,44157727,51885404,26586360,5,29,30,29,8,30,675,10000000,No,5,Yes
10331,52,43076228,63609351,67117146,3451171,42243374,17509253,18,4,12,15,6,15,615,10000000,Yes,3,No
10332,55,5691859,3962989,11265536,61218374,36161798,43104076,20,14,13,29,28,6,586,10000000,No,5,Yes
10333,20,60467188,8111569,59018059,24449708,35288126,41886873,9,0,22,28,20,24,783,10000000,No,4,Yes
10334,53,30584955,33182367,6915207,7644880,8637376,58557824,13,20,4,29,16,12,722,10000000,Yes,5,Yes
10335,51,56076455,12526578,48085609,41661550,41719031,63180487,16,16,9,25,29,17,669,10000000,No,3,No
10336,62,37318845,34987784,52583603,57081259,35680123,52947365,2,8,20,16,26,8,573,10000000,No,3,Yes
10337,44,29709148,8219810,69898242,57742693,4364175,40882459,2,0,2,28,8,17,588,10000000,Yes,3,Yes
10338,18,69411444,32972334,22443054,68420921,68829453,38234804,29,9,4,18,14,21,806,10000000,No,4,Yes
10339,41,7993616,20608821,24535923,30668678,13882601,22960658,2,14,28,17,15,27,617,10000000,Yes,5,Yes
10340,58,69454498,42114544,18710954,27512576,59313824,32448025,23,16,20,26,6,30,521,10000000,Yes,3,Yes
10341,22,42007410,64513313,9979408,40801447,69631814,27040237,14,9,18,17,0,26,730,10000000,Yes,4,Yes
10342,47,43988468,26995802,45125188,5365982,8868024,16197327,16,18,6,20,13,6,733,10000000,Yes,4,Yes
10343,39,58097405,66436812,40773686,47635602,19974520,22088041,22,27,30,2,21,6,627,10000000,Yes,5,Yes
10344,31,29797663,62236384,29261785,68506085,20053283,40097309,4,7,26,0,3,26,604,10000000,Yes,4,Yes
10345,26,12524399,32385516,46317366,41629306,21929625,21912962,25,1,20,22,10,25,661,10000000,Yes,3,Yes
10346,35,37338391,45653128,21620881,42136633,30724434,38302186,15,15,9,9,26,11,634,10000000,Yes,4,Yes
10347,54,53796245,62669756,51698283,61029699,62942916,12464862,20,4,17,24,7,19,674,10000000,Yes,3,Yes
10348,36,52478734,29280146,802387,66102802,44916403,53800103,27,11,13,4,8,6,691,10000000,Yes,3,Yes
10349,20,68710026,22784743,66305235,45215804,5911652,60090137,9,28,15,28,28,21,551,10000000,Yes,4,Yes
10350,55,55774651,14204381,41296941,64762880,45307075,67222477,13,4,4,1,0,13,710,10000000,No,4,Yes
10351,25,9708385,38195151,51840733,52850059,62778032,13195153,6,4,16,16,25,5,826,10000000,Yes,4,Yes
10352,35,53177195,44370993,4766042,47702210,9278744,27034978,14,8,29,16,1,7,842,10000000,Yes,3,Yes
10353,25,16608386,63825166,12565002,64831164,44325464,67791841,10,22,11,27,20,16,702,10000000,Yes,3,Yes
10354,22,55128740,65071365,17982808,1390702,21967044,65605490,4,29,24,14,6,11,627,10000000,Yes,5,Yes
10355,59,57443687,51799268,69221669,44886520,15319371,51237417,0,13,13,6,10,14,785,10000000,No,5,Yes
10356,54,55390093,30255409,2482013,38823893,35686244,1386222,11,17,9,5,27,6,712,10000000,Yes,5,Yes
10357,62,12561433,61498017,52266847,17397727,29054048,31447411,30,25,26,2,11,4,726,10000000,No,5,Yes
10358,33,29652934,17070602,64031224,65199091,57467389,7180400,13,6,8,27,29,4,577,10000000,Yes,5,Yes
10359,53,58233900,65605691,11158346,37586768,62289164,17159441,26,24,23,27,24,3,658,10000000,Yes,5,Yes
10360,57,12280710,32916776,8381853,8126720,9465721,31513308,2,3,18,14,10,26,807,10000000,Yes,5,Yes
10361,55,29573983,8276068,989822,39096945,25983296,21625967,11,2,6,17,25,14,700,10000000,No,5,Yes
10362,28,51184727,19239811,68716872,2758324,52379144,17074742,29,3,22,6,25,25,584,10000000,Yes,3,Yes
10363,20,3126769,19437734,65104423,49940459,60268094,13889832,21,10,2,20,14,1,756,10000000,No,5,Yes
10364,45,36882036,13488235,36005185,61820867,26057627,3975933,15,15,23,26,23,14,659,10000000,Yes,3,Yes
10365,49,30796508,56907810,41099739,6971926,5202174,49793857,25,21,25,17,30,4,607,10000000,Yes,5,Yes
10366,63,16253630,11797029,54516781,46753707,50221278,13510170,18,28,27,14,5,21,664,10000000,Yes,5,Yes
10367,30,2863597,14914810,5494871,13577507,62706393,3696018,1,17,17,26,3,13,726,10000000,Yes,5,Yes
10368,26,56612515,37265611,42977904,10551196,69828419,2902531,2,20,25,29,0,11,661,10000000,Yes,4,Yes
10369,26,43502559,21827617,3470952,65054556,33120186,25872984,3,5,30,12,19,14,568,10000000,Yes,4,Yes
10370,56,39471624,27507769,63868128,69861617,53574600,56053401,27,1,3,17,11,16,523,10000000,Yes,2,No
10371,31,60835487,19931333,51103051,42386343,39984306,45259037,24,23,10,29,17,7,536,10000000,Yes,4,Yes
10372,32,50729946,69683776,29387505,22808114,30300450,58066250,16,22,28,28,30,10,785,10000000,No,5,Yes
10373,40,63342971,4801374,9504832,33865680,32547302,26744622,15,6,9,12,30,10,548,10000000,Yes,3,No
10374,42,10955081,35458524,29172732,32544994,48130552,12043692,0,17,26,9,13,27,799,10000000,No,5,Yes
10375,44,31668489,57115485,21896619,38482602,47231607,44034180,13,26,17,0,30,29,646,10000000,No,3,Yes
10376,52,10722326,56674058,40015874,9856191,62328736,47187927,17,8,9,8,12,24,790,10000000,Yes,3,No
10377,49,7684110,34788685,15139210,65127609,2425561,11188938,23,9,9,6,6,18,527,10000000,No,4,Yes
10378,58,22100954,36324456,15352035,43656140,62242915,35105995,14,21,11,26,4,23,578,10000000,Yes,5,Yes
10379,51,40766288,32687659,26823188,8638620,18751151,18216692,25,22,30,10,16,3,663,10000000,Yes,5,Yes
10380,53,64193206,53858594,4828308,50605222,30280518,65559173,26,9,7,5,26,8,754,10000000,Yes,4,Yes
10381,21,34921867,27641976,21651466,69677024,35058539,24087786,6,18,10,14,0,12,800,10000000,Yes,3,Yes
10382,53,66986673,53685559,41153440,943016,42048077,25959842,4,17,1,11,4,25,656,10000000,Yes,5,Yes
10383,41,16706860,21451231,50164354,35048523,57022874,32917410,12,24,5,29,30,10,766,10000000,Yes,3,Yes
10384,48,26955418,37432637,68018225,18606845,2111630,38937858,29,6,8,15,27,2,693,10000000,Yes,5,Yes
10385,31,53068972,57638998,65413271,10416186,5296045,15167790,16,1,10,18,18,16,820,10000000,Yes,4,Yes
10386,21,54439741,63876104,55448587,27254192,48429957,47909009,18,7,12,21,29,27,729,10000000,Yes,4,Yes
10387,38,28233632,58718510,26876122,22841870,64694301,65286819,4,5,11,13,23,4,567,10000000,Yes,1,No
10388,30,23996380,1112721,14967884,43042174,47768758,61345517,17,19,14,5,23,8,575,10000000,Yes,5,Yes
10389,21,55489941,28796508,56427773,69822983,38436187,40535436,0,25,1,29,29,16,531,10000000,No,5,Yes
10390,39,3474115,13327683,4913029,17961680,531553,14796178,21,5,17,28,26,21,708,10000000,No,4,Yes
10391,64,9413967,13119000,52576695,65208429,30891861,11995794,23,20,9,3,11,12,645,10000000,No,5,Yes
10392,53,55468300,59805144,25546949,12383047,30789359,65192632,28,5,5,10,6,16,712,10000000,Yes,3,No
10393,45,13901288,45500484,42949685,58790167,44443702,64995903,18,27,16,24,0,23,757,10000000,Yes,4,Yes
10394,57,10912475,65321914,38270841,45069544,49777988,32043391,16,3,2,2,26,17,576,10000000,No,5,Yes
10395,38,23997329,37272569,19172884,10560853,30889723,46227509,18,29,4,25,24,18,711,10000000,Yes,5,Yes
10396,57,49473612,59559964,56525148,39330687,55916095,50543526,3,14,8,30,30,20,811,10000000,Yes,4,Yes
10397,19,50863644,50842639,21013132,20717407,43640816,66366123,29,6,4,15,8,5,745,10000000,Yes,5,Yes
10398,62,36077270,46584629,44563394,30210832,24385282,25802705,3,28,23,12,24,16,840,10000000,No,4,Yes
10399,25,23037440,20584949,28164277,64273018,52066135,2229636,21,24,29,4,27,24,659,10000000,No,5,Yes
10400,55,42367103,33661279,22556193,22720764,43471376,2351652,19,5,17,0,0,5,552,10000000,Yes,5,Yes
10401,47,64571376,31948078,65130508,69613833,52428551,64777799,10,7,20,4,22,21,526,10000000,No,3,No
10402,56,32867810,55055574,41702658,8696332,8717402,3845963,28,16,17,9,1,22,730,10000000,Yes,5,Yes
10403,20,20611159,35653518,61184482,12989704,5661810,30989515,24,23,1,4,7,23,685,10000000,Yes,5,Yes
10404,30,60050039,17961258,24633016,23570651,27633921,62578123,3,6,15,20,26,18,713,10000000,Yes,4,Yes
10405,33,30677340,3458105,64308746,28350941,29992175,65004380,0,11,7,23,26,28,630,10000000,Yes,5,Yes
10406,32,56936141,14372101,52267217,63905366,24935078,14655043,16,7,10,26,26,1,834,10000000,Yes,5,Yes
10407,27,44135456,26174369,24711238,22934609,14285726,19629856,25,12,28,27,18,23,546,10000000,No,3,Yes
10408,26,60536828,36374449,66874334,4757267,12619901,45915130,5,11,5,6,10,16,768,10000000,Yes,5,Yes
10409,59,53710527,25750977,52636668,26670910,30486697,22215054,28,28,24,8,21,30,734,10000000,No,4,Yes
10410,19,65404539,34483365,67446561,42978243,17545117,20458056,26,19,8,28,9,8,670,10000000,Yes,3,No
10411,35,38842787,68178068,9094307,25298956,7086982,30540040,14,11,7,17,27,4,693,10000000,No,4,Yes
10412,23,13879621,32544873,38024311,3016407,38125855,36481842,6,6,7,16,11,16,697,10000000,Yes,4,Yes
10413,38,19709639,2400696,50836220,15065539,25626834,26326968,18,17,29,25,3,17,537,10000000,Yes,5,Yes
10414,31,10824985,26781824,41326309,61697785,25142527,69630421,30,0,27,8,26,2,590,10000000,No,5,Yes
10415,20,34987957,40042793,38463498,69516318,16269096,39328663,22,23,25,22,10,11,648,10000000,Yes,4,Yes
10416,20,18359328,47692912,15827035,30678299,18905527,44433000,3,2,21,7,19,6,674,10000000,No,4,Yes
10417,25,44293562,24255004,4639148,66700810,50888974,20171080,18,0,27,14,7,26,645,10000000,No,4,Yes
10418,44,18649217,41101718,6323653,62623919,22301108,56965359,10,24,13,9,17,15,608,10000000,Yes,3,No
10419,35,21746251,41331383,48543963,53089924,14629855,48402207,13,12,24,21,27,1,575,10000000,No,2,No
10420,47,12837064,8347748,27131035,67362709,13228364,9656386,9,9,15,21,23,14,749,10000000,Yes,4,Yes
10421,24,68886804,15211725,7672372,65496852,7530370,4714636,19,27,28,23,22,12,805,10000000,Yes,5,Yes
10422,22,12515240,28272525,57393392,67803144,13886602,30197523,29,15,1,14,7,27,590,10000000,Yes,5,Yes
10423,36,68536649,13074051,752233,44504729,17193662,37324311,30,1,7,24,8,5,593,10000000,Yes,4,Yes
10424,30,61063166,10227057,62378080,29741882,58379137,9293465,19,20,1,28,10,0,638,10000000,No,5,Yes
10425,61,62858187,51424280,36557278,40466286,37888545,54800255,28,18,29,30,15,17,731,10000000,No,3,Yes
10426,32,51195778,4664558,13413844,58075807,17339599,31452671,19,28,4,11,10,30,635,10000000,No,5,Yes
10427,25,16123941,40613922,6842350,44448752,17677996,48395389,21,12,12,27,11,6,641,10000000,Yes,4,Yes
10428,27,24106231,63472995,10554975,19079030,44128050,18150655,10,15,7,8,4,3,781,10000000,Yes,4,Yes
10429,51,61354204,39107756,26732964,7194374,8443347,16099446,23,5,7,0,7,29,648,10000000,No,4,Yes
10430,22,4172117,8623658,66721057,56902614,53797855,43392142,20,26,29,3,28,27,645,10000000,Yes,3,Yes
10431,25,20770813,31482799,13612885,50001666,33716247,19839417,0,4,9,18,12,26,756,10000000,Yes,4,Yes
10432,55,45769353,65942780,64865523,39996161,41826707,68324228,7,18,17,20,28,1,689,10000000,Yes,5,Yes
10433,43,32199848,13811930,55234285,2468453,5304115,69618382,28,17,29,15,15,30,592,10000000,Yes,5,Yes
10434,52,62271540,20316707,46716599,63174203,52631464,41273775,12,14,14,29,13,19,664,10000000,No,2,No
10435,55,54384890,48789724,34934919,49708404,5309981,47835729,7,12,4,15,5,11,598,10000000,Yes,3,No
10436,41,68945740,2578665,9367287,39536667,38301790,2655963,22,27,13,13,7,2,848,10000000,Yes,2,No
10437,22,14419777,26451274,16683718,21404499,54402405,64405830,30,11,22,13,12,20,643,10000000,Yes,5,Yes
10438,24,54980007,23275475,64965586,16383102,34396516,4161839,11,13,12,18,3,28,804,10000000,Yes,1,No
10439,41,32795787,12245357,12661286,52116172,22490429,11418152,20,23,5,30,18,17,539,10000000,Yes,2,No
10440,40,26784022,41043313,7841650,66935617,37208492,69683088,29,8,3,20,23,7,581,10000000,No,4,Yes
10441,54,67670265,35562542,38412073,60837600,65223098,36069219,20,20,24,20,4,5,649,10000000,No,4,Yes
10442,38,6573674,24563418,32925487,6923388,20340968,56692453,11,9,30,29,15,28,723,10000000,Yes,3,Yes
10443,24,17648222,45701970,6113524,28491731,21657819,10596791,10,27,2,27,11,8,548,10000000,Yes,5,Yes
10444,31,59463991,64991920,14446553,23707329,59254105,35935803,8,24,29,18,28,4,700,10000000,Yes,4,Yes
10445,39,62802178,10765686,21103165,69887409,64521370,3480486,8,10,27,5,24,19,739,10000000,Yes,4,Yes
10446,30,25754596,4213740,50391897,57044182,14557684,59557712,27,26,0,14,17,22,649,10000000,Yes,5,Yes
10447,36,24889766,4977884,40327241,62065621,37704700,62380637,1,13,20,19,16,29,662,10000000,No,5,Yes
10448,41,14763686,38143720,26689178,43208058,31398125,33629997,14,10,3,7,10,18,754,10000000,Yes,4,Yes
10449,61,53410300,48897328,1765328,11724136,51262054,10215325,27,14,2,19,18,18,691,10000000,No,3,No
10450,40,32555473,60892030,66813057,3155382,18294001,59739768,13,29,8,4,6,29,549,10000000,No,3,Yes
10451,27,19865080,33193033,55722496,28323585,57973073,31060367,11,9,16,10,5,4,673,10000000,Yes,4,Yes
10452,57,28916130,21966917,15341032,3179284,39865016,6872706,6,8,25,11,0,27,525,10000000,Yes,5,Yes
10453,56,9986227,4818612,25026963,33876177,36730446,29635202,6,8,4,6,1,23,613,10000000,Yes,4,Yes
10454,29,44717094,42055259,60751967,13010062,43069131,11594816,28,25,0,10,28,18,551,10000000,Yes,5,Yes
10455,19,22648831,32456766,26748292,35178386,27477128,67804109,10,9,17,20,27,21,589,10000000,Yes,5,Yes
10456,57,57275992,42638760,47900300,41992454,11803972,32634385,1,11,14,19,8,4,624,10000000,Yes,5,Yes
10457,45,22075751,45563458,63577348,62230254,14172778,31892620,21,0,4,5,8,20,824,10000000,No,4,Yes
10458,18,68628139,36401547,49926771,519702,41031602,19233617,19,7,12,27,7,20,584,10000000,Yes,4,Yes
10459,18,52976390,42734063,37828019,9808194,57104877,38187051,3,0,28,1,26,19,589,10000000,Yes,5,Yes
10460,19,69894018,16012958,7314687,49664127,36698032,18386311,26,27,8,7,8,1,758,10000000,Yes,5,Yes
10461,20,20221419,5032870,53289310,31083394,40911859,59107672,20,28,7,26,16,2,792,10000000,Yes,4,Yes
10462,20,29390550,53691392,48653867,18644338,7323921,46219621,3,0,7,10,28,5,659,10000000,Yes,4,Yes
10463,25,68864967,23301835,38742963,24638921,60940232,13943363,16,7,28,12,17,2,536,10000000,No,5,Yes
10464,49,25088590,36173542,11510691,23198203,65191133,20288947,28,27,30,3,3,8,553,10000000,Yes,4,Yes
10465,51,47094728,31971382,43419113,8058002,18235650,7021479,19,18,12,10,7,7,565,10000000,No,4,Yes
10466,54,57755189,21104048,48273309,26489814,60281259,4490000,17,25,29,18,15,2,751,10000000,Yes,5,Yes
10467,38,57143889,37209145,65646132,50730556,51226860,48460622,13,22,25,29,30,15,537,10000000,Yes,5,Yes
10468,39,50222500,35344095,8442047,26592779,37259253,53765390,10,7,11,21,7,6,794,10000000,Yes,5,Yes
10469,26,4577739,58894537,11515471,34338577,62511178,27954379,0,15,27,6,2,24,669,10000000,No,5,Yes
10470,42,14482914,24546606,45115243,3607937,2603231,39362851,23,0,3,27,6,26,718,10000000,Yes,5,Yes
10471,58,63558758,35329326,53921606,5037945,27015580,61115072,12,5,27,27,21,15,824,10000000,No,3,No
10472,32,68853010,18038504,46480222,27954399,2669202,56988529,8,13,8,25,2,19,605,10000000,Yes,3,Yes
10473,50,9496328,17532345,12392718,45674392,41140272,38264343,18,11,5,26,21,27,833,10000000,No,5,Yes
10474,58,30808982,22560601,19750567,8697536,66422783,34436995,21,30,10,14,1,21,740,10000000,No,4,Yes
10475,33,8351584,63404467,3855525,39165776,8580132,61101313,13,6,18,6,27,2,844,10000000,No,4,Yes
10476,24,51299197,63033168,8348101,65907955,31186435,45845447,27,15,8,18,28,11,612,10000000,No,4,Yes
10477,25,47871556,50634058,43847087,44963445,9473041,64240361,24,22,27,23,8,27,844,10000000,No,5,Yes
10478,31,50637575,41221370,13405752,67112744,63914466,19791479,21,27,21,29,27,25,642,10000000,Yes,3,Yes
10479,41,17100979,52187054,43421228,11668032,9565096,48286719,17,16,25,1,0,8,741,10000000,Yes,4,Yes
10480,62,21254909,21347924,66573230,22801475,47066714,57529269,10,26,19,15,15,17,797,10000000,No,5,Yes
